CollegeName,TotalRegistrations
SRI DEVI WOMEN’S ENGINEERING COLLEGE,1
AUTONOMOUS,1
ALML,1
VNR VIGNANA JYOTHI INSTITUTE OF EDUCATION AND TECHNOLOGY,1
DR.HARI SINGH GOUR UNIVERSITY,1
"ANURAG UNIVERSITY ,HYDERABAD",1
TEEGALA KRISHNA REDDY COLLEGE,1
COLLEGE (MVSR ENGENEERING COLLEGE),1
"UNIVERSITY COLLEGE OF SCIENCE ,OSMANIA UNIVERSITY",1
NAZAR SHAH ALAM KHAN COLLEGE OF ENGINEERING AND TECHNOLOGY,1
"UNIVERSITY COLLEGE OF SCIENCE SAIFABAD,(OU)",1
UNIVERSITY COLLEGE OF SCIENCE SAIFABAD (OU),1
UNIVERSITY COLLEGE OF SCIENCE SAIFABAD (OSMANIA UNIVERSITY),1
ST.MARYS GROUP OF INSTITUTION,1
CHAITHANYA BHARATI INSTITUTE OF TECHNOLOGY,1
THEEGALA KRISHNA REDDY ENGINEERING COLLEGE,1
OSMANIA UNIVERSE,1
CHALAPATHI,1
CHALAPATHI INSTITUTE OF ENGINEERING,1
VJIT COLLEGE,1
CHALAPATHI OF ENGINEERING AND TECHNOLOGY,1
NAGARJUNA UNIVERSITY,1
MALLAREDDY COLLEGE OF ENGINEERING AND TECHNOLGY,1
GOKARAJU LAILAVATHI WOMEN'S ENGINEERING,1
"GOVERNMENT DEGREE COLLEGE OF WOMEN'S, BEGUMPET",1
CHATRAPATHI INSTITUTE OF TECHNOLOGY AND ENGINEERING,1
SRI DEVI WOMENS ENGINEERING COLLAGE,1
"STANLEY COLLEGE OF ENGINEERING AND TECHNOLOGY FOR WOMEN (SCETW), HYDERABAD",1
CMRTC/VISWAM.AI,1
GANDHIJI INSTITUTE OF SCIENCE AND TECHNOLOGY,1
"CHALAPATHI INSTITUTE OF ENGINEERING AND TECHNOLOGY, LAM",1
GEETHANJALI COLLEGE ENGINEERING AND TECHNOLOGY,1
TEEGALA KRISHNA REDDY,1
COLLLEGE,1
RGUKT IIIT NUZVID,1
"UNIVERSITY COLLEGE OF SCIENCES, SAIFABAD (OU)",1
ACE COLLEGE,1
KAKATIYA UNIVERSITY COLLEGE OF ENGINEERING AND TECHNOLOGY,1
N0,1
RAJIV GANDHI INSTITUTE OF TECHNOLOGIES NUZVID,1
MALLA REDDY COLLEGE OF ENGINNERING AND TECHNOLOGY,1
J.B INSTITUTE OF ENGINEERING AND TECHNOLOGY,1
CHALAPATIII INSTITUTE OF ENGINEERING AND TECHNOLOGY,1
TEEGALA KRISHNA REDDY COLLEGE OF ENGINEERING,1
MALLA REDDY COLLEGE OF ENGINEERING MRCET,1
"RGUKT, NUZVID",1
NIT ROURKELA,1
HOLY MARY INSTITUTE OF TECHNOLOGY,1
CHALAPATI INSTITUTE OF ENGINEERING AND TECHNOLOGY,1
MRCET COLLEGE,1
CHALAPATHI INSTITUTE OF ENGINEERING & TECHNOLOGY (AFFLIATED BY ACHARYA NAGARJUNA UNIVERSITY,1
CIET,1
CHALAPATHI INSTITUTE OF ENGINEERING AND TECHNOLOGY (ACHARYA NAGARJUNA UNIVERSITY),1
B TECH,1
SAGI RAMA KRISHNAM RAJU ENGINEERING AFFILIATED JNTUK,1
RGUKT NUZIVID,1
AURORA HIGHER EDUCATION AND RESEARCH ACADEMY,1
"NALLA NARASIMHA REDDY EDUCATION SOCIETYS GROUP OF INSTITUTIONS (NNRESGI), HYDERABAD",1
NAWAB SHAH ALAM KHAN COLLEGE OF ENGINEERING AND TECHNOLOGY/ MICROSOFT,1
IIIT RGUKT NUZVID,1
"ANDHRA MAHILA SABHA ARTS AND SCIENCE COLLEGE, OSMANIA UNIVERSITY",1
ANURAG UNIVERSITY (COLLEGE),1
MALLAREDDY OF ENGINEERING AND TECHNOLOGY,1
CHALAPATHI INSTITUTION OF ENGINEERING AND TECHNOLOGY,1
TEEGALA KRISHNA REDDY ENGINEERING CLG,1
VALLURUPALLI NAGESWARA RAO VIGNANA JYOTHI INSTITUTE OF ENGINEERING AND TECHNOLOGY (VNRVJIET),1
ANURAG UNVERSITY,1
AICTE AFFILIATED,1
GDGOENKA UNIVERSITY,1
"SREENIDHI INSTITUTE OF SCIENCE AND TECHNOLOGY,YAMNAMPET,GHATKESAR",1
GOVT MAHILA ENGINEERING COLLEGE AJMER,1
"GEETHANJALI COLLEGE OF ENGINEERING AND TECHNOLOGY, AFFILIATED TO JNTUH",1
VIGNAN JYOTHI INSTITUTE OF ENGINEERING AND TECHNOLOGY,1
AKBAR PEERBHOY COLLEGE OF COMMERCE AND ECONOMICS,1
JOGINPALLY BHASKER INSTITUTE OF ENGINEERING AND TECHNOLOGY,1
GEETHANJALI COLLEGE OF ENGENEERING,1
ANURAG UNIVERSITY(COLLEGE),1
ACHARYA NAGARJUNA,1
AURORA DEEMED TO BE UNIVERISITY,1
AL,1
SIET,1
"GEETANJALI COLLEGE OF ENGINEERING AND TECHNOLOGY, HYDERABAD",1
SRINIVASA INSTITUTION OF ENGINEERING AND TECHNOLOGY,1
ANURAGG UNIVERSITY,1
SIDDHARTHA DEGREE AND PG COLLEGE,1
CMRCET COLLEGE OF ENGINEERING AND TECHNOLOGY,1
CHALAPATHI INSTITUTE OF ENGINEERING AND TECHNOLOGY AUTONOMOUS,1
VIGNANA BHARATHI INSTITUTE AND TECHNOLOGY,1
VIGNANABHARATHI INSTITUTE OF TECHNOLOGY,1
SAMSKRUTI ENGINEERING COLLEGE,1
KAKINADA INSTITUTE OF TECHNOLOGICAL SCIENCES,1
VIDYA JYOTHI INSTITUTE OF TECHNOLOGY(VJIT),1
VIGNANA BHARATHI INSTUTE OF TECHNOLOGY,1
ANURAG UNIVERSIRY,1
INNOVAPATH IT SOLUTIONS,1
"BRILLIANT GROUP OF INISTUTIONS,AFFILIATED TO JNTUH",1
TEEGALA KRISHANA REDDY COLLEGE OF ENGEENERING,1
VIGNANA BHARATHI INSTITUTE OF TECHNOLOGY VBIT AFFILIATED BY JNTUH,1
VIGNAN BHARTI INSTITUTE OF TECHNOLOGY,1
FRESHER,1
CHAITANYA BHARATHI INSTITUTE OF TECHNOLO,1
ANU,1
CHITANYA BHARATHI INSTITUTE OF TECHNOLOGY,1
K.R.MANGALAM UNIVERSITY,1
CHAITHANYA BHARATHI INSTITUTE OF TECHNOLOGY,1
GEETHANJALI ENGINERING AND TECHNOWLEDGE,1
CHAITAANYA BHARATI INSTITUE OF TECHNOLOGY,1
AIML /ANURAG UNIVERSITY,1
VIGNANA BHARATHI INSTITITE OF TECHNOLOGY,1
CMR COLLEGE OF ENIGEERING & TECHNOLOGY,1
GEETANJALI COLLEGE,1
ST ANN'S OF ENGINEERING AND TECHNOLOGY AUTONOMOUS CHIRALA,1
METHODIST COLLEGE OF ENGINEERING,1
JNTUH UNIVERSITY KUKATPALLY,1
JAWAHARLAL NEHRU TECHNOLOGICAL UNIVERSITY HYDERABAD KUKATPALLY,1
ST ANN'S ENGINEERING COLLEGE,1
APOLLO INSTITUTE OF AGRICULTURE AND RESEARCH,1
METHODIST ENGINEERING AND TECHNOLOGY,1
CHAITHANYA BHARATI INSTITUTE OF TECHNOLOGY (OSMANIA),1
VBIT ENGINEERING COLLEGE,1
ST ANNS COLLEGE OF ENGINEERING AND TECHNOLOGY,1
JNTUH COLLEGE,1
VNR VIGNAN JYOTHI COLLEGE,1
AVANTHI SCIENTIFIC TECHNOLOGICAL AND RESEARCH ACADEMY,1
JAWAHARLAL NEHRU TECHNOLOGICAL UNIVERSITY COLLEGE OF JAGITAL,1
JNTUK(MALINENI SUSEELAMMA WOMEN'S ENGINEERING COLLEGE,1
JNTU KONDAGATTU,1
AVANTHI SCIENTIFIC RESEARCH ACADEMY,1
ST.ANNS COLLEGE OF ENGINEERING AND TECHNOLOGY AUTONOMOUS CHIRALA,1
JNTR,1
AVANTHI SCIENTIFIC INSTITUTE OF RESEARCH ACADEMY,1
JAYAMUKHI,1
JAYAMUKHI INSTITUTION OF TECHNICAL SCIENCES,1
JAYAMUKHI INSTITUTE OF TECHNOLOGY AND SCIENCE,1
JNTUH UNIVERSITY COLLEGE OF ENGINEERING KUKATPALLY,1
MATRUSRI ENGINEERING COLLEGE AND IIT M BS DEGREE (DUAL DEGREE),1
AU AFFILIATED GAYATRI VIDYA PARISHAD COLLEGE OF ENGINEERING FOR WOMEN,1
"MAHATMA GANDHI INSTITUTE OF TECHNOLOGY,HYDERABAD",1
AVANTHIS SCIENTIFIC TECHNOLOGICAL RESEARCH ACADEMY,1
SACET STUDENT,1
METHODIST COLLEGE OF ENGINEERING TECHNOLOGY,1
JAYAMUKHI INSTITUTE OF TECHNOLOGICAL,1
UNIVERSITY COLLEGE OF ENGINEERING AND TECHNOLOGY MAHATAMA GANDHI UNIVERSITY,1
JNTUH UNIVERSITY COLLEGE OF ENGINEERING JAGTIAL GINEERING,1
UNIVERSITY COLLEGE OF ENGINEERING AND TECHNOLOGY MAHATAMA GANDHI UNIVERSITY NALGONDA,1
JITS,1
"MAHATHMA GANDHI UNIVERSITY, NALGONDA, ANNEPARTHI",1
MGU,1
"JNTUH UNIVERSITY COLLEGE OF ENGINEERING,JAGTIAL",1
BVRITH COLLEGE,1
M.V.G.R. COLLEGE OF ENGINEERING,1
MAHATMA GANDHI UNIVERSITY NALGONDA TELANGANA,1
MAHATMA GANDHI UIVERSITY-NALGONDA,1
MVGRCE,1
JAWAHARLAL TECHNOLOGICAL UNIVERSITY COLLEGE OF ENGINEERING JAGTIAL,1
MVGR COLLEGE OF ENGINEERING VIZIANAGARAM,1
JNTUH UNIVERSITY COLLEGE OF ENGINEERING RAJANNA SIRICILLA ( JNTUH),1
MVGR COLLEGE OF ENGINEERING(A),1
NALLA NARASIMHAREDDY EDUCATIONAL INSTITUTE,1
JADAVPUR UNIVERSITY,1
M V G R COLLEGE OF ENGINEERING,1
"B V RAJU INSTITUTE OF TECHNOLOGY ,NARSAPUR",1
JAYAMUKHI INSTITUTION OF TECHNOLOGICAL SCIENCES,1
"JAYAMUKHI INSTITUTE OF TECHNOLOGICAL SCIENCES, JNTUH",1
OSMANIA UNIVERSITY (COLLEGE),1
ST MARTINS,1
BCRIT,1
MALINENI SUSEELAMMA WOMEN'S ENGINEERING COLLEGE,1
MALINENI SUSEELAMMA WOMEN'S ENGINEERING,1
STANLEY,1
"NARAYANA ENGINEERING COLLEGE, GUDUR",1
METHODIST,1
JAYAMUKHIINSTITUTE OF TECHNOLOGICAL SCIENCES,1
STANLEY ENGINEERING WOMEN'S COLLEGE,1
SAI UNIVERSITY,1
ANURAG UNIVERSITY OF ENGINEERING,1
VIGNAN INSTITUTE OF MANAGEMENT AND TECHNOLOGY FOR WOMEN KONDAPUR,1
STANLEY COLLEGE OF ENGINEERING FOR WOMEN,1
JNTU(CMRCET),1
MALLINENI SUSELAMMA WOMEN'S ENGINEERING COLLEGE,1
VIGNAN BHARTHI INSTITUTE OF TECHNOLOGY,1
STANLEY COLL OF ENGINEERING AND TECHNOLOGY,1
JNTU-H(INSTITUTE OF AERONAUTICAL ENGINEERING)),1
"MAHARAJ VIJAYARAM GAJAPATI RAJ COLLEGE OF ENGINEERING,VIZIANAGARAM",1
SUMATHI REDDY INSTITUTION OF TECHNOLOGY FOR WOMEN,1
NAAC,1
AFFILIATED JNTU(INSTITUTE OF AERONAUTICAL ENGINEERING/ HYDERABAD DUNDIGAL),1
BTECH IN COMPUTER SCIENCE WITH SPECIALISATION IN ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING,1
"JSS SCIENCE AND TECHNOLOGY UNIVERSITY, MYSURU",1
COGNICO,1
BNMIT,1
VIGNAN BHARATHI INSTITUTION OF TECHNOLOGY,1
CENTRAL UNIVERSITY OF JAMMU,1
"JSSATE,BENGALURU",1
NALLA MALLA REDDY COLLEGE OF ENGINEERING,1
ANURAG UNIVERSITY SCHOOL /OF ENGINEERING,1
INSTITUTE OF AERONAUTICAL ENGENEERING,1
AVANTHI'S SCENTIFIC TECHNOLOGY ANS RESEARCH ACADEMY,1
VNR VIGNAN JYOTI INSTITUTE OF TECHNOLOGY,1
"AMRITA VISHWA VIDYAPEETHAM, AMARAVATI CAMPUS",1
KAKINADA,1
BABA INSTITUTE OF TECHNOLOGY AND SCIENCES,1
JAYAMUKHI COLLEGE,1
JAYAMUKHI INSTUATIONS OFF TECHNOLOGICEAL AND SCIENCE,1
STANLEY COLLEGE OF ENGINEERING AND TECHNOLOGY FOR WOMNE,1
JAYAMUKHI INSTITUTE OF TECHNOLOGICAL AND SCIENCE,1
VIDYA JYOTHI INSTITUTE OF TECHNOLOGY THE MAJOR ELECTRONICS AND COMMUNICATION ENGINEERING,1
GNITC,1
MPHASIS,1
BTECH(VIDYA JYOTHI INSTITUTE OF TECHNOLOGY)/ELECTRONICS AND COMMUNICATION ENGINEERING 2025 PASSEDOUT,1
VIDYA JYOTHI TECHNOLOGY OF INSTITUTE,1
VIDYA JYOTHI INSTITUTE OF TECHNOLGY,1
MALLAREDDY REDDY COLLEGE OF ENGINEERING AND TECHNOLOGY,1
NRCM,1
VIDYA JHOTHI INSTITUTE OF TECHNOLOGY,1
NARSIMHA REDDY ENGINEERING COLLEGE(NRCM),1
NARASIMHA REDDY ENGENEERING COLLEGE,1
VIGNANS INSTITUTE OF MANAGEMENT AND TECHNOLOGY FOR WOMEN,1
NARASHIMA REDDY ENGINEERING COLLEGE,1
ST. JOSEPHS DEGREE & PG COLLEGE,1
CBIT-OU,1
ORGANIZATION,1
NARSIMHA REDDY ENGINEERING COLLEGE MAISAMMAGUDA,1
JAYAMUKHI INSTITUTE OF TECHNOLOGY,1
PERSPECTAI,1
ST.PETERS ENGENEERING COLLEGE,1
MATURI VENTAKA SUBBARAO ENGINEERING COLLEGE,1
BVRIT HYDERABAD COLLEGE OF ENGINEERINNG FOR WOMEN,1
VIGNANABHARATHI INSTITUTION OF TECHNOLOGY,1
JAWAHARLAL NEHRU INSTITUTE OF TECHNOLOGY,1
NACC,1
NARASIMHAREDDY ENGINEERING COLLEGE,1
SIES GRADUATE SCHOOL OF TECHNOLOGY,1
VJIT INSTITUTE OF TECHNOLOGY,1
PLAKSHA UNIVERSITY,1
STANLEY COLLEGE OF ENGINEERING AND TECHNOLOGY FORWOMEN,1
STANLEY COLLEGE OF ENGINEERING AND TECHNOLOGY FOR A,1
SREENIDHI INSTITUTE OF SCIENCE AND,1
METHODIST COLLEGE OF ENGINEERING AND TECHNOLOGY (O.U AUTONOMOUS),1
BVRIT HYDERABAD COLLEGE OF ENGINEERING FOR WOMEN BACHUPALLY,1
MLR INSTITUTE OF TECHNOLOGY OF,1
MLR INSTITUTES OF TECHNOLOGY,1
MARRI LAXMAN REDDY INSTITUTUON OF TECHNOLOGY,1
STANLEY COLLEGE OF ENGINEERING &TECHNOLOGY FOR WOMEN,1
MLR INSTITUTE OF TECHNOLOGY AFFILIATED BY JNTUH,1
UCET MAHATMA GANDHI UNIVERSITY,1
MLE INSTITUTE OF TECHNOLOGY,1
NARASIMHA REDDY ENGINERING COLLEGE,1
NARASIMHAREDDY ENGENEERING COLLEGE,1
SRI BALAJI UNIVERSITY PUNE,1
NARASIMHA REDDY ENGINEERING COLLEGES,1
"SCHOOL OF COMPUTER & INFORMATION SCIENCES, UNIVERSITY OF HYDERABAD.",1
MLR ISTITUTE OF TECHNOLOGY,1
JNTUH CEJ UNIVERSITY COLLEGE JAGITYAL,1
MARRI LAXMI REDDY INSTITUTE OF TECHNOLOGY,1
MARRI LAXMAN REDDY,1
JAWAHARLAL NEHRU TECHNOLOGICAL UNIVERSITY -GURAJADA VIZIANAGARAM,1
"JAWAHARLAL NEHRU TECHNOLOGICAL UNIVERSITY, HYDERABAD (BVRITH)",1
MLR INSTITUTE OF,1
KESHAV MEMORIAL COLLAGE OF ENGINEERING,1
"MVGR COLLEGE OF ENGINEERING CHINTALAVALASA, VIZIANAGARAM",1
JAWAHARLAL NEHRU TECHNOLOGICAL UNIVERSITY HYDERABAD (JNTUH),1
ST.MARTINS ENGINEERING COLLAGE,1
VIGNAN BHARATHI INSTITUTE OF TECHNOLOGY (CSM),1
MLR COLLEGE OF ENGINEERING AND TECHNOLOGY,1
"VASAVI COLLEGE OF ENGINEERING, HYDERABAD",1
MLRIT COLLEGE,1
JNTU(MLRIT),1
MARRI LAKSHMAN REDDY INSTITUTE OF TECHNOLOGY,1
MLRT,1
SWAMI VIVEKANAND INSTITUTE OF TECHNOLOGY,1
JUNTUH,1
MLR INSTITUTE OF TECHN0LOGY,1
NARSHIMA REDDY ENGINEERING COLLEGE,1
MLRIT INSTITUTION,1
NARSIMHA REDDY ENGENEERING COLLEGE,1
BVRIT HYDERABAD COLLEGE OF ENGINEERING FOR WOMEN (JNTUH),1
JNTU( ACE ENGINEERING COLLEGE ),1
MLR INSTITUTION TECHNOLOGY,1
RVR & JC COLLEGE OF ENGINEERING,1
R.V.R & J. C COLLEGE OF ENGINEERING,1
VAAGDEVI DEGREE AND PG COLLEGE HANUMAKONDA,1
KL DEEMED TO BE UNIVERSITY,1
VIGNAN’S INSTITUTE OF MANAGEMENT AND TECHNOLOGY FOR WOMEN,1
CMR COLLEGE OF ENGINEERNING & TECHNOLOGY,1
ORABASE SOLUTIONS LLC,1
STANLEY COLLEGE OF ENGINEERING AND TECHNOLOGY FOR WOMEN (AUTONOMOUS),1
JNTU AFFILIATED,1
"GITAM DEEMED TO BE UNIVERSITY, HYDERABAD",1
GANDHI INSTITUTION OF TECHNOLOGY AND MANAGAMENT,1
GITAM-HYDEARABAD,1
"GITAM , HYDERABAD",1
GITAM DEEMED TO BE UNIVERSITY -HYDERABAD,1
MATURI VENKATA SUBBA RAO ENGINEERING COLLEGE(MVSR),1
NMREC,1
AURORA DEGREE & PG COLLEGE,1
JAYAMUKHI INSTITUE OF TECHNOLOGICAL SCIENCES,1
AURORA DEGREE COLLEGE,1
"GANDHI INSTITUTE OF TECHNOLOGY AND MANAGEMENT(GITAM), HYDERABAD",1
MLR INSTITUTE OF TECHNOLOY,1
MLRIT INSTITUTE OF TECHNOLOGY,1
GITAM(DEEMED TO BE UNIVERSITY),1
COLLEGE:- SPHOORTHY ENGINEERING COLLEGE,1
"NARSIMHAREDDY ENGINEERING COLLEGE ,HYD",1
SPHOORTHY ENGNEERING COLLEGE,1
RESEARCH SCHOLAR OU,1
"GOVERNMENT INSTITUTE OF ELECTRONICS, EAST MARREDPALLY, SECUNDERABAD",1
SPHOORTY ENGINEERING COLLEGE,1
SPHOORTHY ENGINEERING COLLLEGE,1
VNRVJIET COLLAGE,1
JNTUH(SPHOORTHY ENGINEERING COLLEGE),1
Chalapathi Institute of Engineering and Technology affiliated to Acharya Nagarjuna University ,1
Gitam University,1
Unemployed,1
Collage,1
Vignan Institute of technology & sciences,1
Vignan collage,1
college ,1
Vignan Institute of technology and science,1
Mlr Institute of technology ,1
Vignan institute of engineering and technology college dheshmuk ,1
Osmania University ,1
Gitam university ,1
"VIGNAN INSTITUTE OF TECHNOLOGY AND SCIENCE,DESHMUKHI",1
Vignan Institute of technology and sciences ,1
sphoorthy engineering college,1
"GITAM University,Hyderabad ",1
"Gitam University, Hyderabad.",1
Jayamukhi institute of technological sciences ,1
jayamukhhi institute of technological sceinces,1
Vignan college of technology and science,1
Pragnya degree college ,1
Guru nanak institute of technology ,1
Andhra University College of Engineering ,1
Sphoorthy engineering college ,1
Sri indu college of engineering and technology ,1
vignan institue of technology and science,1
SRM Institute of Science and Technology,1
MVSR Engineering College,1
Jntuh ,1
Pragathi,1
CMR College of Engineering & Technology,1
Vijay Rural Engineering College ,1
MLR INSTITUTE OF TECHNOLOGY ,1
spoorthy engineering college,1
Gitam University hyd ,1
Indian Institute of Information Technology Raichur ,1
MLR Institute Of Technology,1
Sreenidhi Institute of Science and Technology ,1
Aurora deemed University,1
VNRVJIET ,1
Mahatma Gandhi University ,1
MGIT ,1
MVSR ENGINEERING COLLEGE ,1
J. B. Institute of Engineering and Technology,1
Tkr college of engineering and technology,1
Laki Reddy Bali Reddy college of engineering ,1
Gokaraju ranjaraju institute of engineering and technology ,1
Methodist college of engineering and technology ,1
Velagapudi RamaKrishna Siddhartha Engineering College,1
chaitanya bharathi institute of technology,1
CMR College of engineering and technology ,1
Cmr college of engineering and technology ,1
SRM INSTITUTE OF SCIENCE AND TECHNOLOGY ,1
Indian Institute of Technology Bombay,1
CMR Engineering collage,1
Chaitanya Bharathi institute of technology ,1
maturi venkata subbarao engineering college,1
GD Goenka University,1
Sr university ,1
BVRIT HYDERABAD College of Engineering for Women ,1
Chaitanya bharathi institute of technology ,1
Maturi Venkata subba Rao engineering College ,1
Jawaharlal Nehru Technological University ,1
MLR Institute of Technology ,1
Vignan's institute of management and technology for women,1
Anurag University ,1
JNTU(Vardhaman College of engineering ,1
Vijay rural engineering College ,1
jntuh,1
Btech ,1
Vijay rural engineering college ,1
TRR COLLEGE OF TECHNOLOGY POLYTECHNIC ,1
Narsimha Reddy Engineering College ,1
CMR college of engineering and technology,1
college,1
Narasimhareddy engineering college,1
Maturi venkata subba rao engineering college ,1
"Srinivasa Ramanujan Institution of Technology, BKS mandal,Anantapur , Andhrapradesh",1
MallaReddy University ,1
Gnits,1
Srinivas University,1
CMR Group of Engineering and Technology,1
G Narayanamma institute of science and technology ,1
G. Narayanamma Institute of technology and sciences,1
Vignan institute of technology and science Hyderabad ,1
Chalapathi institute of engineering and technology ,1
VBIT ,1
Vignana Bharathi Institute Of Technology,1
Jbiet,1
Cmr College of Engineering and Technology ,1
"Vignana Bharathi Institute of technology, Aushapur (ghatkesar), Hyderabad ",1
Amrita Vishwa Vidyapeetham ,1
Malla Reddy engineering college and management sciences ,1
Vardhaman College Of Engineering,1
G.Narayanamma institute of technology and sciences,1
